,eta_min_s,x_s,y_s,z_s,Location_s,GP_count_s,eta_min_c,x_c,y_c,z_c,Location_c,GP_count_c,eta_min_shear,x_c_shear,y_c_shear,z_c_shear,Location_c_shear,element_count_shear,eta_min_shear_reduced,x_c_shear_reduced,y_c_shear_reduced,z_c_shear_reduced,Location_c_shear_reduced,element_count_shear_reduced,eta_min_c_stresses,x_c_stresses,y_c_stresses,z_c_stresses,Location_c_stresses,ID
0,6.62194350066764,9275.201171875,152.94117736816406,-1260.2628173828125,eta_4,0,11.451841363459415,9642.4013671875,152.94117736816406,-1069.7371826171875,eta_3_bot,0,3.716007510391079,9536.400000000001,0.0,-1165.0,bot,0,4.688693007425012,9536.400000000001,0.0,-1495.0,bot,0,5.98738942837277,9642.4013671875,152.94117736816406,-1069.7371826171875,eta_y_bot_stresses,0
0,6.7064371485673036,9063.1982421875,152.94117736816406,-1288.14794921875,eta_4,0,11.558959550482232,9642.4013671875,152.94117736816406,-1077.208984375,eta_3_bot,0,3.863703914318915,9536.4,0.0,-1182.6785714285713,bot,0,3.863703914318915,9536.4,0.0,-1182.6785714285713,bot,0,6.040877622234969,9642.4013671875,152.94117736816406,-1077.208984375,eta_y_bot_stresses,1
0,5.973793442481597,9063.1982421875,152.94117736816406,-1210.6890869140625,eta_4,0,10.679155105807892,9642.4013671875,152.94117736816406,-1056.4539794921875,eta_3_bot,0,3.773103785474472,9169.2,0.0,-1133.5714285714287,bot,0,4.620516824128596,9536.400000000001,0.0,-1400.7142857142858,bot,0,5.601946486229424,9642.4013671875,152.94117736816406,-1056.4539794921875,eta_y_bot_stresses,2
0,5.914947692605869,9063.1982421875,152.94117736816406,-1229.2789306640625,eta_4,0,10.610962099182988,9642.4013671875,152.94117736816406,-1061.43505859375,eta_3_bot,0,3.7701092157508684,9169.2,0.0,-1145.357142857143,bot,0,4.717457180973509,9536.400000000001,0.0,-1436.071428571429,bot,0,5.567958853706804,9642.4013671875,152.94117736816406,-1061.43505859375,eta_y_bot_stresses,3
0,5.789562025916244,9063.1982421875,152.94117736816406,-1247.8695068359375,eta_4,0,10.451286510544064,9642.4013671875,152.94117736816406,-1066.41650390625,eta_3_bot,0,3.711820887016161,9169.2,0.0,-1157.1428571428573,bot,0,4.752416419324534,9536.400000000001,0.0,-1471.4285714285713,bot,0,5.488340833037023,9642.4013671875,152.94117736816406,-1066.41650390625,eta_y_bot_stresses,4
0,5.567316969470726,75.3161849975586,152.94117736816406,-1266.45947265625,eta_4,0,10.168294055335059,9642.4013671875,152.94117736816406,-1071.3975830078125,eta_3_bot,0,3.5245712571294154,2673.0,5400.0,-3902.5,bot,0,4.703539782635119,9536.400000000001,0.0,-1506.7857142857142,bot,0,5.347219692029977,9642.4013671875,152.94117736816406,-1071.3975830078125,eta_y_bot_stresses,5
0,5.276960608296174,75.3161849975586,152.94117736816406,-1285.050048828125,eta_4,0,9.783887448559275,9642.4013671875,152.94117736816406,-1076.37890625,eta_3_bot,0,3.045773809033565,2673.0,5400.0,-4105.0,bot,0,3.428609731257536,9169.2,0.0,-1180.7142857142858,bot,0,5.155562143839418,9642.4013671875,152.94117736816406,-1076.37890625,eta_y_bot_stresses,6
0,4.926213324524943,75.3161849975586,152.94117736816406,-1303.639892578125,eta_4,0,9.285107076934967,9642.4013671875,152.94117736816406,-1081.360107421875,eta_3_bot,0,2.623844158864263,9536.400000000001,5400.0,-4307.5,bot,0,3.233922745341897,9169.2,0.0,-1192.5,bot,0,4.9069356005326,9642.4013671875,152.94117736816406,-1081.360107421875,eta_y_bot_stresses,7
0,3.9320552740069528,9430.3984375,5247.05859375,-4472.61328125,eta_4,0,7.902067516735676,9642.4013671875,5247.05859375,-4472.61328125,eta_3_bot,0,2.096985376975807,9536.4,5400.0,-4561.0714285714275,bot,0,3.8054342226808733,9536.400000000001,0.0,-1459.642857142857,bot,0,4.217935606063911,9642.4013671875,5247.05859375,-4472.61328125,eta_y_bot_stresses,8
0,3.1912066623851087,9642.4013671875,5247.05859375,-4860.0791015625,eta_4,0,6.614984626781882,9642.4013671875,5247.05859375,-4672.9560546875,eta_3_bot,0,1.7769614423325415,9536.4,5400.0,-4766.517857142857,bot,0,3.5920836498959203,9536.400000000001,0.0,-1486.1607142857144,bot,0,3.577945659314292,9642.4013671875,5247.05859375,-4672.9560546875,eta_y_bot_stresses,9
0,2.64876063177442,9642.4013671875,5247.05859375,-4873.298828125,eta_4,0,5.633097217653402,9642.4013671875,5247.05859375,-5070.62890625,eta_3_bot,0,1.5191823855509499,9536.400000000001,5400.0,-4971.964285714286,bot,0,3.352938885865197,9169.2,0.0,-1512.6785714285716,bot,0,3.0909220524995913,9642.4013671875,5247.05859375,-5070.62890625,eta_y_bot_stresses,10
0,2.2335550183859225,9642.4013671875,5247.05859375,-5073.642578125,eta_4,0,4.857461659795695,9642.4013671875,5247.05859375,-5281.17919921875,eta_3_bot,0,1.3061422667711098,9536.4,5400.0,-5177.410714285714,bot,0,2.1376337716709024,9169.2,0.0,-1179.732142857143,bot,0,2.7074341534836983,9642.4013671875,5247.05859375,-5281.17919921875,eta_y_bot_stresses,11
0,1.9101816549270383,9642.4013671875,5247.05859375,-5273.98583984375,eta_4,0,4.22933020587,9642.4013671875,5247.05859375,-5491.7294921875,eta_3_bot,0,1.128786705304771,9536.4,5400.0,-5382.857142857143,bot,0,1.9138052789834907,9169.2,0.0,-1188.5714285714287,bot,0,2.398195021207965,9642.4013671875,5247.05859375,-5491.7294921875,eta_y_bot_stresses,12
0,1.6482100897590586,9642.4013671875,5247.05859375,-5474.32861328125,eta_4,0,3.7046290930748786,9642.4013671875,5247.05859375,-5702.2783203125,eta_3_bot,0,0.9789397998874683,9536.4,5400.0,-5588.3035714285725,bot,1,1.7043880401018197,9169.2,0.0,-1197.4107142857144,bot,0,2.1413282278719636,9642.4013671875,5247.05859375,-5702.2783203125,eta_y_bot_stresses,13
0,1.3635069487185674,9642.4013671875,5247.05859375,-5739.7373046875,eta_4,0,3.1135380190262545,9642.4013671875,5247.05859375,-5739.7373046875,eta_3_bot,0,0.8140910372710803,9536.400000000001,5400.0,-5835.0,bot,17,2.0667331758671277,9536.4,0.0,-1495.0,bot,0,1.8545968436359697,9642.4013671875,5247.05859375,-5739.7373046875,eta_y_bot_stresses,14
