,L,b1,t_p,t_w,h_w,d1_plate,d4_plate,d2_plate,s_plate,d1_walls,d4_walls,s_walls,fcc,s,beta,h_G,eta_min_c,eta_min_s,eta_min_shear
0,7316.767441920156,9858.69352748222,670.1119098082048,296.96010946159055,4578.954788217859,19.123075145543204,23.41440753673521,29.35136502758904,437.5757071611699,14.570059153998397,20.392475295550536,329.74366920781387,26.21613973975552,0.8415175152394327,-0.8993710612039649,763.0835245612288,0.9713496697725216,0.999918312349078,0.2556413715437357
1,4109.497290077492,10040.817949225637,216.86646082164907,627.3471987350255,2757.955442146627,25.327086160132914,13.85283340934109,28.44523030928781,376.1951916007074,22.440790623850763,14.78586651501343,156.65980703065122,45.467104123357466,0.3573282959235516,-17.68619883440168,480.8884783526004,2.988711904766875,0.9998996862440848,0.4780114383465082
2,6481.21477417473,19642.42535075486,630.4524527051934,808.7004328665356,3575.0748193653208,20.01854779159035,15.454917786103044,20.99162867857308,235.7756667847304,17.670411750509736,20.88060796663972,159.5396648082324,31.00316849181629,0.5889355422743581,47.46089112620403,300.38136987449815,14.35852192935123,2.190584584764676,2.1000735883760533
3,4983.830507971253,5045.232703114533,813.2434893267622,281.5925739670017,3852.597076892939,25.990575308020897,13.49055455686465,19.389876560555912,179.93037305768826,10.911357327648654,23.13408047568152,229.05215318693325,49.855574165835336,0.6150930753342375,0.4135774542514241,671.1776796931176,3.8326329505430414,1.029085310001688,0.178854531770628
4,11350.654319025778,14992.11297170178,915.5168259939944,996.7795735902318,2742.3462270563573,24.76201340005144,25.4042204217616,18.91985442708064,404.1691999879858,16.415384593502015,12.309846243704328,236.9479856805466,39.76184335840689,0.6666404755260037,13.325371423492683,575.3212797343106,7.989915879218341,1.485492377058642,0.9503303115697712
5,3570.8980896531884,11579.723148869123,479.7551406767156,972.6920856438978,2280.8350410512617,29.94091328276504,15.370063995581845,25.1048971618662,188.6668003936866,23.50361616404161,18.548048748029885,499.8826760139287,46.89050752977482,0.2667344333623481,-32.67405109686221,539.5141174070432,56.31668438404797,8.300856315713864,4.344983283888556
6,5333.366843822455,4345.865486316656,586.572095220033,816.7200317615409,2748.691200102549,25.412858092818595,23.47491437976188,21.852736842618604,255.78749229647173,11.481801443825304,14.480182143511527,476.87062100899385,28.686688680831008,0.5597090719702884,41.69452116607877,1467.1639528449607,14.3171720986359,3.283805972742797,1.9747046069730785
7,10597.00985838148,16982.257863952407,651.029563332731,712.0131985672421,2075.934118715851,10.366932717541337,28.29312083650813,12.99129020346177,151.37422581829853,12.980724873662153,26.939381434534663,347.0116059111158,45.64928252021191,0.6514143008346758,-48.031675074374576,889.812448692606,5.171001532199286,1.0781473749826207,0.735613065532387
8,10371.18613488457,18866.43192578011,864.5910360103919,209.33380940163863,2315.86510281246,29.77565607293178,21.9844346287178,22.888293415847947,370.55723310847577,17.243520930448852,11.085252933311374,240.7896122763362,49.25461873042867,0.7261668193090814,-25.20808737105469,1012.2985322393076,1.6783821351567072,0.9994780667778926,0.3996961179022621
9,7105.651076246772,10751.934403576004,1157.3876589037482,223.0340441052085,3497.393359159382,23.27854247093387,20.70877158336967,14.11667497359334,434.4154536959166,17.226814191352325,27.39273989431346,262.03492017558386,40.61067397391842,0.6951413304795157,-37.509678170279024,1043.4855414804324,2.994854787049473,1.242401828498228,0.0507058583223254
10,6115.329558980019,13810.701937208378,796.4171033977854,582.5614231927901,3904.417147258234,13.600854822812112,11.581722826734987,18.127015196142537,368.7985640147745,25.4858445583592,18.829241150973125,103.5213101908808,35.63248002329346,0.8046589744164122,-5.064796384704266,1062.8876988760294,14.363783078887389,1.074892556154496,1.8152737794825768
11,4485.752015615708,13150.012777450887,416.7021068528413,431.82710555833023,4051.022557156632,12.60085600614624,19.14816066139176,26.121676129478,466.1850407594981,23.37497099178847,10.296371978751358,194.9107576435288,45.85427189770793,0.1464865765790345,22.39116692026508,1001.932247913995,9.324694275181669,1.150696540635513,1.475060979969361
12,7919.648348821076,8826.78078875943,526.8992551017238,1050.294992096926,3450.873431597432,27.987168788994524,23.154343212635503,16.580669697874207,337.11543905640536,11.772120967318704,18.482730679246608,237.87312740255769,46.23298163611888,0.482843219424294,24.51235529549104,1016.8924817859726,6.905130277146829,1.3453612957681371,1.0242832778691175
13,8959.750468978613,6396.358266319427,815.4182719499322,575.3229364976958,3867.5033455742014,18.311154082702448,10.204305314557663,13.407149497860178,197.71106141625177,29.844636802756742,16.477089657862454,406.87740899808335,34.06943603710346,0.5177801401010691,11.12171269754969,911.5342911921032,5.156790028048889,0.999899468822832,0.2052860319958763
14,3945.988740749084,17099.939523748668,240.36591132880383,556.5464842907638,4933.128583349988,18.419268662464592,28.19303862415972,21.953876170471275,161.74994401896095,12.452507592421425,26.00491997304015,195.5311084120525,25.307154301975764,0.517530467403449,-30.4167766043903,1345.3474548730958,4.042672684443345,1.930899785604536,1.1249471814759169
15,10244.118738427302,4964.867492349913,586.1332701570324,436.800813676849,2355.97866148924,19.64906854174376,25.14978326745688,13.22538671429266,288.94903463065214,25.646195528710702,11.008752060303316,272.5947263707883,42.22139350445882,0.4872969913908186,44.66574658131845,1235.8809803934769,2.9139417543046693,0.9991767761348228,0.2150296841321545
16,2646.4250320815613,6268.762675693254,826.5472237194203,811.3332231288016,4608.447118292708,22.787174080998497,16.364087293326598,10.234047683286605,185.81533456633863,22.26694096280633,17.38183048572926,104.39065141933496,30.30163213072428,0.6470972534195674,9.040222777162356,838.3107811371617,29.874763375791368,6.2715479319329335,4.082956967813447
17,5845.9044506348255,13524.647245108,667.8122339304023,471.7120026725787,2924.925763553084,23.417342757780222,11.144754684109497,25.533052240999503,484.7750341643512,22.284281522323177,13.803442496965676,197.0024197606972,35.94974014400424,0.8879337447590353,21.007881553680065,1245.5356886172617,8.8406004238812,1.0032855639185343,0.6085286453398919
18,4137.719907011056,5841.496934490999,278.550194741954,346.1716687535494,2920.2315310834483,13.708494239795282,15.414309986268725,18.013325358927958,183.493605548212,11.278940963844226,14.00253359499624,449.62602726618206,29.995739035648736,0.8118978584727251,-5.382567960059284,1336.7391155065484,3.4965078278715924,1.0041720738051474,0.7114751239276774
19,11355.48737198352,5089.287177257302,559.772128820397,934.4567225141244,2433.949981469176,16.773056744768567,25.84193183583212,18.95287874089229,148.3026629247727,22.415153576588068,28.95961262123206,127.9216478299557,26.213264494958707,0.548805585124914,-18.97496104594565,1003.4097880730808,1.9119411073139088,1.07308804293308,0.3274764411918049
20,7130.004785459547,4882.400408806693,560.2498930826945,789.0456818751178,4619.452886375982,26.989445701164826,29.734334090125923,27.64557251253896,207.65434293043893,28.13996877512677,14.076025958208316,227.1971887466405,39.60191803984317,0.855506633770664,43.49608029545942,837.9399204579,18.10561612613535,8.107281555609003,2.096533038646208
21,6303.937990428189,14819.48912712866,609.8446198256538,1190.2658144099655,3552.774553801064,18.249782640766,21.419705312381456,18.43336542496723,245.68538632224343,27.888333853292625,18.167106394347243,340.4001050838759,26.31549782347498,0.6721619776687927,-46.376587856558025,693.0370285351177,14.340404551068048,3.665599275028396,2.352065519393088
22,8741.833137841058,6226.964725505988,755.1050235037098,1097.355445139549,3069.018473064051,17.80651620802703,13.40819458453031,27.294317255435907,254.940895768563,13.946144279443656,23.05280741864496,395.3593638396014,36.99100148409718,0.4865240486289379,25.230949154328627,959.7429812249916,6.029782432702308,1.041828160666851,0.5112322501224713
23,3057.113837869071,9466.623943343257,775.513430750991,814.4094010372576,2442.168003951939,19.21854840921616,23.565570184175176,24.31524727186616,176.58570611587928,26.01313358027366,13.08524740358286,344.0023387833721,35.3680431334687,0.5016969920039852,-40.592511550677486,881.4628157915819,97.473942532028,12.60559608454549,9.892191528941874
24,8114.821996458316,6891.84305094479,590.0380990684589,943.2367862268331,4739.203934206782,11.783441843118538,14.771444298199215,15.246881895153605,239.5186158419401,24.696708805225995,25.97138506887573,419.805838623726,29.676289646901445,0.6282864846733716,23.73176408514462,1490.1253439614256,2.128128848158213,0.9997478043030964,0.1157296810920386
25,4591.3987015802495,7914.600361485277,296.18542114936866,490.67114598058566,4204.166773477971,15.853209529077985,10.662289153650402,25.00258649998503,247.0817578677264,14.987232978208468,27.33427661554465,408.75701360004166,36.957126999837776,0.7787293408558852,-36.8645171188474,1202.5866033559314,3.092310246757617,0.9997183897575616,0.3407592818081633
26,7535.3153642342895,17950.140090626992,1041.2879477888996,351.12497270989047,4164.73848153256,28.282210276188152,16.70132490103884,27.386444635897828,105.2097951695772,11.902525161474136,23.62888089297471,240.3225416496212,35.99799754380656,0.4734660240678782,8.16090316398276,890.4583490258052,5.240500680271279,1.4731001437613316,0.241394812466694
27,6512.971467884723,18789.79447086697,1106.3510328067844,664.8110263410099,2431.535616346764,16.5385826284448,20.67876117345937,28.277963888186868,493.8555380039628,20.070347067233925,25.340099098729507,471.69523327291125,40.34214904786031,0.5717345426636476,3.9527186389426334,1138.7811400957044,20.097943633349534,1.4836808132636083,1.623355467482736
28,2793.514741454018,16188.08413131436,706.3291326579938,757.7435974516496,3213.6792921211154,21.172746339766704,25.403278825283984,13.173283559281622,444.8994356231877,22.644276920680863,17.89282606391574,151.11482492739697,28.63876057716785,0.6564474804791753,-45.06348905369871,577.2277756674318,58.62387404302003,13.26780504676742,7.345545081431901
29,12715.338247316618,18634.257901897872,1137.6578384372897,1004.95602503097,3433.420297963444,15.59589844475778,15.513060194922186,10.22875963516507,389.52033780668137,12.07611791965432,24.165749715016297,179.62668934805257,29.83660251877163,0.1951861326607937,-22.62641562699372,748.7805549192358,1.979980970370938,0.9984743500969536,0.0443972446293669
30,4373.61855352253,18329.73565079415,501.2594768793487,725.9892599063427,3099.7901314713945,21.96889466880849,24.41465972373096,18.951903937454773,244.73100900275108,29.17231080182382,28.51806181032619,149.165409307936,39.419637457645706,0.656193977165156,-12.173267127934489,690.8382996552493,25.63260047584048,6.361935730297232,2.9260711835067186
31,8000.304758805978,14874.605815767118,655.3658450272815,486.6312929006039,3322.9131643280643,19.49243723397736,16.45996298868834,21.73784450736872,317.00572270069324,20.053631793299584,23.933783918078795,374.265298498681,34.09676428010174,0.5795411482715379,-39.85318520328586,1334.304672177178,5.783004463348752,1.040800444406319,0.5615026904668433
32,12368.696784253649,4785.357101937255,938.9103171223086,286.4510509758409,3260.478829475479,27.480392348967733,16.94615357367158,23.4215385522912,218.0525679554065,10.231352165764529,12.091131503369262,326.88494792506214,48.0202012897376,0.4005300558550184,34.54894195385168,447.0612576050952,2.0087505469443783,0.9988126756342636,0.3622739484452058
33,11969.633765491202,7155.913998268931,663.4081858462632,696.8002405909107,2094.775286457396,10.3396232030359,29.19135733742045,29.054916064630657,203.95112323092567,18.182974514192644,10.15975219280006,220.37447673405467,34.917619970942226,0.7531129437492948,15.259683298479388,502.973230680376,0.0485156963875219,0.7813161865834974,0.0004412930002529
34,2176.4372136645684,3217.422940379764,632.0379715266224,686.2301875453608,3599.009812258664,26.51649290293499,27.087503015321136,18.92216332415012,155.8828606552152,18.72392113167565,14.234402166915796,343.5106653454262,30.7765188124126,0.1160006713033599,-10.395001796444276,633.9821606110338,37.80613370184325,5.498760715627061,5.601674471226913
35,11663.692333254225,12822.48775530581,787.4952291128546,1090.3550885599518,3670.085555498584,25.24465391216908,22.64869067338723,24.386395947014428,351.67143611953384,22.48621339403107,20.533391614798383,485.4383941491797,30.60793192786408,0.2015310770773126,25.09276299959798,1066.13863714972,4.540459138001276,1.05803532841303,0.4987376030191464
36,8667.949240497557,12330.278709773438,903.1064402062532,797.4860688020168,2182.5631683125066,13.795137927091542,10.482412303628998,14.034712685299462,319.98078798368874,13.036471626307552,18.48476855019893,159.73110459823567,39.48933657460484,0.7940422705573574,19.861974926491456,986.8536749992196,2.747523121670622,0.9992809259952098,0.0917812577555043
37,13157.75826728836,17668.17757260456,608.0141723690571,491.7106546961368,2577.5717310766754,17.608021032466382,23.46212691948714,19.44384265420743,307.97213619571346,20.9829797626376,19.74315856278063,344.7934773158989,37.39386048811899,0.2822656487462666,-46.19191560341349,584.8960452630861,0.1698384168329145,0.9693271294124592,0.0064972846469767
38,3183.297901661472,6905.747555746505,685.0798736431564,446.2988050127092,2434.560079379371,18.25568434037102,21.522646472077533,11.400036841672716,186.20871974577136,23.107808412247145,27.846003831732272,460.68009273694986,38.37894755306733,0.8744199947013866,-26.346712159835853,706.3102559686017,49.56661018263672,14.049016356734692,5.29234677379203
39,2343.979765207853,8816.191997376958,362.86864209213127,680.9762443327858,4266.970647742109,17.85973762299094,26.094038734877035,22.339662335306656,164.47111018726966,18.41741576654036,11.757697702766205,189.20798026055647,49.12068513278588,0.3605092921313241,15.523547338261949,1423.2640116110624,23.460882678391503,2.145900998773,3.08357645371432
40,2579.984162092412,5253.183831778069,536.129975574338,801.786833157429,3949.9546022071017,20.49657423900927,19.69140347661789,15.060698707213255,390.53312557358487,24.160122009803807,23.860976430462543,340.24112832554374,49.507598966331415,0.8362289801898827,-36.54944150062007,1121.854731903917,39.1731655707322,5.387532035917328,4.686117627946016
41,10169.730830045715,6267.2626827373815,626.7413269176452,263.52303943929587,3102.680614165052,28.87434961604672,29.48249492401721,20.87460146545839,192.5856886375336,19.27961307244953,10.34443290546298,271.86157548983215,35.00950603959932,0.7644701783221478,-17.167159416171216,541.1612460458759,1.5555283185724524,0.9989817797152356,0.3015410615168055
42,2999.648336686948,18287.09189322472,772.5218627507206,1027.2140667203296,3042.443313610626,24.36091466810164,28.388899810705823,13.742059758600936,292.97302489271334,14.828724066904256,24.01926223134173,172.71634231173198,25.09842322914812,0.5374160485468408,-31.551259087909347,1148.0320636796112,78.87126321490359,29.05828844536587,9.232588766811697
43,7043.0269991662535,17157.983832764592,1039.7409293442383,857.8542536866445,2806.705654373633,17.633205094294635,16.466902391279717,22.73318930631729,219.93273643573656,20.835043270501107,17.92627391180315,264.96782653233225,31.47166582260889,0.3731021243635536,-28.05289942606004,1228.9401565656308,26.752008794906647,3.8435451047543134,3.3703557587308466
44,4740.304260891955,10407.086117031246,692.2646386743434,897.9996449852201,4311.392929924254,18.77791773007097,14.871652103855448,27.75044883640828,288.49944070591323,25.684291339876346,24.92565885095636,430.1112513044824,44.63387705873632,0.1981379258829474,1.8733544928142865,1297.4915795600202,35.712053389718484,4.038616393260252,3.887559085805481
45,2142.1585625063854,5761.1586617337925,214.62640132897016,368.3801916009778,3224.502047480169,23.95021912077671,29.64832270368504,29.287926511397,434.4964884911918,15.28068883617357,17.330100913941493,286.9793834441133,44.480695719777344,0.2737999414380525,-4.089705959752486,875.407178822512,10.90816944078142,2.239819454873866,1.7558262105068208
46,12476.894240488058,9759.972440378657,604.5212767733517,991.4835640042434,3537.0689542658324,11.905590955825415,29.50804457518441,16.16360815827276,165.51745415203945,21.595661279348995,26.7835633532463,148.1208811306672,36.10865606978821,0.8232633361897339,-34.80095196629347,861.9222975581546,2.503343648023124,1.041760107570218,0.4929337397815625
47,2098.9329200327584,15923.45390449851,528.5846520345381,608.3813519226101,2219.490028166281,11.492974193813165,16.465043857275397,10.006927959616496,120.32855512269497,28.98343591212089,16.53099099754421,255.65187988142256,47.22244394575155,0.6979079070007359,-15.466328478905808,967.687550558406,110.34857212525188,57.66603701529706,9.10122309634512
48,13419.018971501284,15169.40033936803,751.9594002416167,923.6016599424088,4573.050597531407,26.7358028509824,21.76380566999405,13.545522164793692,314.5563435083357,21.69673063054046,21.734738428651053,136.5387332336745,27.49998525025384,0.6669663538654798,-12.496217902855363,602.8047307685191,2.898624751356252,1.0276937320516384,0.2304042314592615
49,4687.396923294238,11572.508148394842,475.2151102251614,752.2906182462578,2078.80708693751,20.6145004143316,11.114067870413876,27.311864711125416,444.3683306178208,11.51969229179936,16.568980436520107,470.2726853150023,25.362653680529363,0.6405630006980461,-14.060119770417629,343.8978481166772,11.394291110934432,1.11206117956455,1.9256519732034727
50,2416.653651896976,10747.920843688593,384.0414965032843,418.5155252120918,2119.646553692835,27.67966008414292,16.49607969703069,23.18521197386302,168.18590399294652,21.37841164194037,12.261254538722916,203.4828687368866,46.026356963893846,0.2100063506175485,25.72828010992363,957.1072424232418,59.39986767264866,11.238995903709473,4.0606697853759
51,5220.887867620211,13930.189790608296,816.4246489021474,768.6334216200746,4739.523545789723,22.807870247872927,17.630834684502315,14.915125097856286,386.04524175674777,19.781426708534184,10.145721808016242,359.57308024550633,40.623422844185214,0.6301122467123617,19.25893408388599,983.8501409500336,21.597501854006595,1.6901776488233726,3.3771112303066
52,6536.853466401386,15082.528225058562,465.0673501108672,870.5976671390221,3909.7631974753376,14.096557401933572,20.1482817925594,18.5730596807386,444.4952560560464,23.610544169192416,28.02092510003963,199.26987505952027,43.94462896079525,0.7811240109090621,35.2805492868833,424.80747451949327,3.7079705319855902,0.9999100501001372,0.3938824863233483
53,8653.706600216596,3528.1124447010857,304.19166217401715,1092.8027224339962,4981.6937789623125,28.604736402991065,28.403132681035185,21.24801491644916,330.7965717978135,24.55514381616093,23.921512571383744,298.21286512144286,30.9474726361482,0.3038380996721019,-24.78159100998308,922.6577030169516,1.1573565683079,1.0208811293407507,0.1221026365108925
54,4677.958206011152,16046.73430204181,305.85143481804914,593.1443757044185,4995.983197017918,23.26116470379113,14.38845511935138,23.32747972940652,395.91605785245673,29.37330390401561,18.3730584413728,492.1495209101794,27.49559241169072,0.1552869773243365,10.501691551282356,366.2728670667116,4.083515706561746,1.027643741556314,0.645507006989708
55,6201.009413642836,7817.677323571925,985.2975171316608,373.2859572888962,2115.502444948512,23.944753662017423,24.79800173786967,28.936501552147163,340.5148020563847,18.44469391089008,13.24516511193611,332.56601581162295,37.419663094432536,0.4179723097429861,-27.045032023313297,318.5506068272316,11.860333283771077,1.857971646908932,0.3553361884765027
56,14586.115016309825,3435.3377072973976,617.1261829659447,1019.9286125303406,3587.051516415389,16.972232452268145,25.32671460139686,12.972475372937572,137.15502492934007,15.169126205962504,25.51130493754396,170.72450506038763,36.96657564001222,0.8012610837426268,0.8020342891359746,302.5270516262772,1.3814619568372677,1.0435574849584164,0.1025304344449866
57,5110.314679837366,4842.195916465503,438.7851215501989,1113.943894199419,4703.930087271036,26.90344414351315,12.665105680077549,14.059903738094013,380.7153219969069,27.29056856085232,17.96486218701928,435.1023467448291,31.506434670742856,0.1780252265062743,-13.475084394212914,1150.4205677449374,8.68425866751724,1.0727842923540254,1.290841753810853
58,5423.653014658306,11918.901016390128,746.3612751463824,1039.9933225466868,3339.1249743323915,20.45488015142324,14.684298196957789,21.036778677754853,444.8136824916366,21.146455210038937,27.76882177128512,291.2449681507236,47.890239159761634,0.4905833315853127,40.83178015863528,933.3814660645544,43.326395972985104,3.185528185885409,4.33910273261567
59,7190.592658741123,10201.900907693092,483.75636400458575,624.1192845578876,4173.043689508517,15.38914074741179,14.906399513830625,22.93023988673039,424.6436677802637,24.336773317849264,16.795212930411072,239.339147609758,43.48204455038001,0.8348162138304562,-24.755148238210296,970.72437865239,1.0907257186765853,0.9966094411888348,0.062240895057704
60,8179.957421525432,16303.00068847035,529.0067812213441,469.3463894329614,2826.9325573467304,16.796253420422634,14.569948214895868,18.75874217204648,398.7672993407495,11.97062489441669,11.242869348571563,299.151690206184,39.22972444184203,0.3980996598248822,9.459193577337487,923.4592572614032,0.5327351227622706,0.9925261214505084,0.033742414625725
61,5785.423549686836,9119.294660268264,1022.7693141817672,213.9303585926237,3301.679325501471,27.944527348694645,27.126227934091748,17.07487945170884,125.89702736208956,23.30739882511211,15.126462646696318,273.8462073380996,33.780658199239895,0.474896155097112,-26.374371156327967,1272.0984454949717,3.219298621172147,1.055258750637003,0.889666227945742
62,8780.934222711316,15031.47436561359,968.2019990696928,1112.6838389321258,4602.790352460712,22.065440247470395,14.500550789207498,22.94523745858879,147.30253113963778,21.608879878040508,16.316387404332588,480.3052507140514,32.31018701187297,0.101132339527218,12.282899970102768,651.3376198591621,14.556656047979716,2.49990517982716,1.7372043354742157
63,8251.690846141955,7113.471630780216,475.5774540960997,233.7520425073818,3435.1985637819607,22.31410509246546,19.98649964980681,24.32170282475638,177.51237427747452,25.751296734730715,19.56520600563885,334.4046823404517,47.29593350809972,0.5423748166227965,47.4233778468266,765.5207048203813,1.9757479331253684,1.012360335938598,0.6877353941121056
64,2928.3027252167103,5597.872944652821,275.86636565631926,1171.1775324194043,2492.22304265344,14.081777775205692,20.41975234439649,18.18478614025338,338.9631539354927,28.05286530795006,22.55124475086074,184.10384002855585,30.141051095403423,0.2492433756236086,-20.219577619723555,1489.4365241095877,21.073005544508824,4.659715203424497,2.9732407342945217
65,5260.8759821465455,5818.870866930983,269.76155585700764,846.2986711839532,4662.654473434051,20.674707926426866,27.58376493254316,29.89865253942451,104.04449498442187,26.942818196596853,24.250557226511305,195.81324059795705,46.28324776108527,0.7203382549318266,-44.83057574026833,836.2501870690511,6.045664888847599,3.433276040838712,0.5616584971670953
66,8766.099930857737,17385.636289697424,1065.785788366481,583.2275950307791,4793.462227073287,23.50887954340999,28.995122588479404,15.462621884975269,432.43823885959125,22.96907387177463,23.453615330051427,224.7263188811449,37.74938072542891,0.8707403938199441,-40.55617094093133,1271.9896533750689,7.067576058630062,1.0705045716325905,0.210755464120184
67,12765.354999268397,11184.828441768892,735.5536996611075,817.9009316291039,3784.501226188091,18.56458534135376,28.023833514555573,21.16132352231734,137.975161915458,28.31895929496103,24.45071689594151,382.4474633386452,48.33643322507034,0.5433525389788997,-43.02894111160274,1443.386287649908,4.274374960331732,1.0413798033586512,0.3675901386048911
68,13075.470834225633,12141.813124860724,493.5129844887059,878.0751467175188,2853.941278664493,17.025498704044306,28.471784917079194,14.641138944358149,418.7772324215187,16.837878599532747,14.043000264742735,403.6415452510282,44.30552128393681,0.6530113035222296,37.22972852182407,348.7009156538926,0.2484900021788602,0.9685593929035736,0.005445282464231
69,8235.796262459506,15942.494453434168,1106.6036638712872,1135.370951979062,4265.058200388961,24.13464829965438,14.373434090442297,23.16272159539582,220.74639744646373,26.166365841428064,27.77047691988601,481.65867005948985,46.70926255308052,0.5856885852739654,22.647714787471383,979.2532283200766,30.29030081975514,2.976570448806309,3.3151491068913965
70,7277.309317869956,15799.85535221984,940.0617958846482,778.8131994070459,2144.3103079811403,13.914142549403635,13.199683347137428,15.6114937541913,331.833845393164,26.3533948412526,16.5420459066274,421.7325424606546,38.86395278089282,0.4711279587778125,-30.43312029479665,302.18277157470783,21.19789917595316,1.7578519928910308,2.7573797141833087
71,11305.512756202384,9710.762476782802,696.3253612598988,774.3759420546047,2062.4098623413083,14.8493658385153,16.03772828982867,28.459761317212,217.4708275078181,25.67560866059537,11.592024162791017,233.3141747049439,42.59156647514765,0.1627397959441955,-1.7032360003547709,699.0960297124794,2.803231962439669,1.0176005674528106,0.1408168597364731
72,5536.336079711689,4495.369308415733,343.74921376548417,939.6568289924638,3279.6195974819534,28.93517314344121,24.30390274844207,14.295302687469592,221.35492070137133,19.076035020082617,28.89332925556885,270.4671161070273,27.957383611614222,0.5617371067264354,-39.94641089753853,1050.479417494274,4.827257856839947,1.758956407096605,0.9149981109287468
73,3515.158112771456,17285.858265427763,949.5488433648368,846.0483713252249,4436.372632548054,18.458712471699425,16.494226368657305,17.246499296284064,229.2714081241244,12.309599177590858,18.3176907266054,441.46459329584064,33.42806514585834,0.2160029571361364,31.650395255876447,1157.486634650941,29.50517138139739,2.594053206254387,4.468856736530263
74,2255.5568335228145,12491.77357609211,402.650036259381,1120.0265900256848,4767.281982264969,27.062286117669064,24.66916948027644,19.09808304891068,123.18524214627836,28.251209182382325,14.714836828384572,449.36121137106,38.90092233408778,0.4375619869441204,-22.690172090025,1033.6780226265505,30.07730531903381,6.264165071242116,3.430276962175793
75,2211.6788580169327,3763.852845726432,303.4863308020321,748.7312292015772,3241.607775375006,22.11840345817752,11.27984407972546,17.828956748165123,333.9852089083714,19.466097198270944,18.589569689735686,427.4314261336302,32.46888765229811,0.8864156970854721,20.504982293585243,1133.0244730740546,24.277758729633284,2.99766765489202,3.7618922928376186
76,3466.4562617852102,19621.94232219427,687.8345198791476,306.9350133838201,4575.942605709122,18.028363756741708,18.51042589848493,15.314781459522482,307.3345424784276,10.364077280138506,22.31606927848593,184.24278285245128,26.975105435781938,0.7574841946017767,-33.86897462302713,1301.7512549394842,2.887577771734399,1.0687536629798964,0.9442312582567436
77,6809.178763005101,6673.375320735702,649.5511973709417,467.4178461787485,3490.5253330915266,17.071631674260598,12.814700950361232,20.374271567116267,186.5379082204028,22.072307479405666,21.061583265795647,482.5808584147298,42.18636329584567,0.4761333034148579,-38.02203098686531,1379.507413195072,3.791185137028774,1.0460625874051903,0.1358225748482565
78,9588.990861678523,11752.40436084034,600.6743683003205,718.375052144466,3543.758063797876,19.52054119553217,29.788360849553627,16.72929062144319,442.8523410144021,24.05664009496913,28.91171471347256,167.9306536227976,38.26137030756633,0.4737913316240164,-12.697399672251592,627.9009166887695,5.100361565543857,1.1464065558768706,0.821696545723618
79,10203.400755775485,13215.581388793013,1164.9946835429685,768.4842937466569,2612.0222161956635,29.933663009962075,19.85527303449313,13.098814657449104,466.4081714000518,19.355483952925287,14.671584626474582,126.21683194081795,35.09880880447369,0.3991094693803166,22.42478865334874,448.5378665418879,13.17671801464924,1.4705161330278598,1.3699820122554882
80,7319.669154383186,18055.297808608168,807.5923853855629,1092.512671403007,3141.764029324927,16.65605635431005,24.547379351122416,16.230839598557274,233.00307448915444,29.789982908794205,11.980571834459193,261.6126501579438,32.186343285913686,0.70155262078501,10.00495053874088,1128.5912861579409,18.96278717455148,3.506683288382382,2.7465034657475345
81,7983.141428185496,11213.719143153055,416.1452755942741,283.9953246768936,2229.5260769265456,27.032103949027587,19.316040325309096,26.98893566547242,444.9421440655306,14.288564164758885,14.317537867547228,200.84034105081616,27.655755422134725,0.2223898227568504,-48.85881605369209,753.0400865539502,2.770016453184592,1.0437150742994734,0.9318177878584704
82,5095.517290152544,3874.04873065332,1096.3127410546408,822.7026620003604,2028.3372647568185,18.25791415411571,13.33410866987595,28.788760947170225,405.2552286075068,19.68001025558788,13.54672732698846,251.7438127229352,41.27245315109568,0.3158620376115336,21.394634262064628,426.1343263423761,60.746015488937545,3.885712354271647,5.864741668630345
83,12850.440284563454,11153.22798238198,1134.0073703684495,903.8679607535904,2874.0671272107,14.239265927452578,13.622868419170626,24.11509869550286,166.48883591641473,13.130353219690113,15.48713240571617,175.0945759004806,31.64244106014541,0.878137639249049,8.22580995665652,1056.5053687170457,4.243627623780774,1.0371635548114184,0.1967278562638307
84,6021.150819743637,11963.304606291998,648.6303812471158,833.9530790767839,4260.322872823688,21.979506515802584,16.838935397538613,20.83252494173891,419.2599423136887,13.759049835359669,29.92199026436586,396.0916529546965,35.358348389998326,0.3424483853694036,-5.3518150066855625,511.6964071320767,16.137594408346715,1.921209044717357,2.144235265090419
85,15068.152895596264,8254.074741967057,616.9045943493072,801.1395898174557,2290.6848413595703,19.94385071880629,22.64081868331571,29.41451795821701,168.2950503264615,18.141794821851,20.866403967548905,254.05063080420223,29.59572650633992,0.1477877251883699,-1.7394714292369642,631.1046535967935,1.2495536291335865,1.0249911341675175,0.0655468923367972
86,14081.758900787849,6382.649591173717,627.8309067814457,655.8099631869612,3434.5770876600754,28.915561417766227,11.10173540722092,25.093907606637764,266.83157936279366,26.41025664616206,27.49795800704745,390.81569634322506,30.701237243498248,0.5248384664326939,-45.82886664898167,511.1120716387054,1.861235211328184,0.9983021668322624,0.0561735662441597
87,9359.44717881618,10243.07710207744,1085.5992605613112,432.62911283731097,2437.987343403296,18.28555984370029,20.40405929702281,28.11016003157492,193.75389068608985,28.924168822356737,22.07526634820056,133.3519408308929,32.333541911269464,0.6911192694454392,-1.3275832529758915,727.2514108555331,5.69988915621838,1.0761139659890546,0.1094576215678067
